label,class,image,dataset
5,plane,02871.jpg,train
5,plane,02872.jpg,train
7,ship,02873.jpg,train
0,car,02874.jpg,train
6,runway_mark,02875.jpg,train
7,ship,02876.jpg,train
4,parking_lot,02877.jpg,train
8,stadium,02878.jpg,train
7,ship,02879.jpg,train
9,storage_tank,02880.jpg,train
9,storage_tank,02881.jpg,train
0,car,02882.jpg,train
7,ship,02883.jpg,train
7,ship,02884.jpg,train
4,parking_lot,02885.jpg,train
7,ship,02886.jpg,train
1,harbor,02887.jpg,train
7,ship,02888.jpg,train
7,ship,02889.jpg,train
7,ship,02890.jpg,train
0,car,02891.jpg,train
1,harbor,02892.jpg,train
6,runway_mark,02893.jpg,train
4,parking_lot,02894.jpg,train
5,plane,02895.jpg,train
1,harbor,02896.jpg,train
0,car,02897.jpg,train
4,parking_lot,02898.jpg,train
1,harbor,02899.jpg,train
0,car,02900.jpg,train
0,car,02901.jpg,train
5,plane,02902.jpg,train
3,oil_gas_field,02903.jpg,train
4,parking_lot,02904.jpg,train
4,parking_lot,02905.jpg,train
1,harbor,02906.jpg,train
3,oil_gas_field,02907.jpg,train
5,plane,02908.jpg,train
2,helicopter,02909.jpg,train
2,helicopter,02910.jpg,train
5,plane,02911.jpg,train
0,car,02912.jpg,train
4,parking_lot,02913.jpg,train
5,plane,02914.jpg,train
7,ship,02915.jpg,train
9,storage_tank,02916.jpg,train
0,car,02917.jpg,train
8,stadium,02918.jpg,train
4,parking_lot,02919.jpg,train
1,harbor,02920.jpg,train
8,stadium,02921.jpg,train
2,helicopter,02922.jpg,train
9,storage_tank,02923.jpg,train
8,stadium,02924.jpg,train
3,oil_gas_field,02925.jpg,train
9,storage_tank,02926.jpg,train
7,ship,02927.jpg,train
6,runway_mark,02928.jpg,train
7,ship,02929.jpg,train
8,stadium,02930.jpg,train
0,car,02931.jpg,train
0,car,02932.jpg,train
9,storage_tank,02933.jpg,train
7,ship,02934.jpg,train
9,storage_tank,02935.jpg,train
5,plane,02936.jpg,train
4,parking_lot,02937.jpg,train
2,helicopter,02938.jpg,train
9,storage_tank,02939.jpg,train
9,storage_tank,02940.jpg,train
7,ship,02941.jpg,train
8,stadium,02942.jpg,train
8,stadium,02943.jpg,train
2,helicopter,02944.jpg,train
9,storage_tank,02945.jpg,train
9,storage_tank,02946.jpg,train
9,storage_tank,02947.jpg,train
6,runway_mark,02948.jpg,train
1,harbor,02949.jpg,train
5,plane,02950.jpg,train
7,ship,02951.jpg,train
6,runway_mark,02952.jpg,train
3,oil_gas_field,02953.jpg,train
8,stadium,02954.jpg,train
0,car,02955.jpg,train
1,harbor,02956.jpg,train
9,storage_tank,02957.jpg,train
8,stadium,02958.jpg,train
0,car,02959.jpg,train
9,storage_tank,02960.jpg,train
4,parking_lot,02961.jpg,train
6,runway_mark,02962.jpg,train
7,ship,02963.jpg,train
2,helicopter,02964.jpg,train
8,stadium,02965.jpg,train
6,runway_mark,02966.jpg,train
4,parking_lot,02967.jpg,train
9,storage_tank,02968.jpg,train
8,stadium,02969.jpg,train
3,oil_gas_field,02970.jpg,train
8,stadium,02971.jpg,train
1,harbor,02972.jpg,train
4,parking_lot,02973.jpg,train
4,parking_lot,02974.jpg,train
1,harbor,02975.jpg,train
1,harbor,02976.jpg,train
8,stadium,02977.jpg,train
6,runway_mark,02978.jpg,train
2,helicopter,02979.jpg,train
5,plane,02980.jpg,train
0,car,02981.jpg,train
6,runway_mark,02982.jpg,train
1,harbor,02983.jpg,train
6,runway_mark,02984.jpg,train
1,harbor,02985.jpg,train
8,stadium,02986.jpg,train
2,helicopter,02987.jpg,train
8,stadium,02988.jpg,train
8,stadium,02989.jpg,train
9,storage_tank,02990.jpg,train
7,ship,02991.jpg,train
5,plane,02992.jpg,train
8,stadium,02993.jpg,train
8,stadium,02994.jpg,train
1,harbor,02995.jpg,train
2,helicopter,02996.jpg,train
6,runway_mark,02997.jpg,train
5,plane,02998.jpg,train
7,ship,02999.jpg,train
4,parking_lot,03000.jpg,train
8,stadium,03001.jpg,train
0,car,03002.jpg,train
5,plane,03003.jpg,train
5,plane,03004.jpg,train
8,stadium,03005.jpg,train
1,harbor,03006.jpg,train
0,car,03007.jpg,train
1,harbor,03008.jpg,train
6,runway_mark,03009.jpg,train
8,stadium,03010.jpg,train
7,ship,03011.jpg,train
4,parking_lot,03012.jpg,train
3,oil_gas_field,03013.jpg,train
6,runway_mark,03014.jpg,train
0,car,03015.jpg,train
7,ship,03016.jpg,train
7,ship,03017.jpg,train
3,oil_gas_field,03018.jpg,train
4,parking_lot,03019.jpg,train
1,harbor,03020.jpg,train
6,runway_mark,03021.jpg,train
7,ship,03022.jpg,train
1,harbor,03023.jpg,train
1,harbor,03024.jpg,train
2,helicopter,03025.jpg,train
3,oil_gas_field,03026.jpg,train
0,car,03027.jpg,train
0,car,03028.jpg,train
9,storage_tank,03029.jpg,train
6,runway_mark,03030.jpg,train
2,helicopter,03031.jpg,train
3,oil_gas_field,03032.jpg,train
2,helicopter,03033.jpg,train
4,parking_lot,03034.jpg,train
3,oil_gas_field,03035.jpg,train
4,parking_lot,03036.jpg,train
0,car,03037.jpg,train
6,runway_mark,03038.jpg,train
0,car,03039.jpg,train
6,runway_mark,03040.jpg,train
3,oil_gas_field,03041.jpg,train
3,oil_gas_field,03042.jpg,train
7,ship,03043.jpg,train
2,helicopter,03044.jpg,train
5,plane,03045.jpg,train
2,helicopter,03046.jpg,train
1,harbor,03047.jpg,train
4,parking_lot,03048.jpg,train
4,parking_lot,03049.jpg,train
1,harbor,03050.jpg,train
8,stadium,03051.jpg,train
4,parking_lot,03052.jpg,train
2,helicopter,03053.jpg,train
1,harbor,03054.jpg,train
2,helicopter,03055.jpg,train
4,parking_lot,03056.jpg,train
0,car,03057.jpg,train
2,helicopter,03058.jpg,train
2,helicopter,03059.jpg,train
0,car,03060.jpg,train
4,parking_lot,03061.jpg,train
5,plane,03062.jpg,train
6,runway_mark,03063.jpg,train
8,stadium,03064.jpg,train
3,oil_gas_field,03065.jpg,train
4,parking_lot,03066.jpg,train
5,plane,03067.jpg,train
1,harbor,03068.jpg,train
8,stadium,03069.jpg,train
9,storage_tank,03070.jpg,train
1,harbor,03071.jpg,train
7,ship,03072.jpg,train
1,harbor,03073.jpg,train
8,stadium,03074.jpg,train
7,ship,03075.jpg,train
2,helicopter,03076.jpg,train
1,harbor,03077.jpg,train
2,helicopter,03078.jpg,train
9,storage_tank,03079.jpg,train
0,car,03080.jpg,train
1,harbor,03081.jpg,train
2,helicopter,03082.jpg,train
1,harbor,03083.jpg,train
6,runway_mark,03084.jpg,train
7,ship,03085.jpg,train
7,ship,03086.jpg,train
6,runway_mark,03087.jpg,train
0,car,03088.jpg,train
6,runway_mark,03089.jpg,train
6,runway_mark,03090.jpg,train
3,oil_gas_field,03091.jpg,train
6,runway_mark,03092.jpg,train
4,parking_lot,03093.jpg,train
3,oil_gas_field,03094.jpg,train
1,harbor,03095.jpg,train
8,stadium,03096.jpg,train
4,parking_lot,03097.jpg,train
4,parking_lot,03098.jpg,train
2,helicopter,03099.jpg,train
0,car,03100.jpg,train
3,oil_gas_field,03101.jpg,train
7,ship,03102.jpg,train
7,ship,03103.jpg,train
9,storage_tank,03104.jpg,train
1,harbor,03105.jpg,train
7,ship,03106.jpg,train
3,oil_gas_field,03107.jpg,train
2,helicopter,03108.jpg,train
0,car,03109.jpg,train
6,runway_mark,03110.jpg,train
9,storage_tank,03111.jpg,train
9,storage_tank,03112.jpg,train
6,runway_mark,03113.jpg,train
7,ship,03114.jpg,train
4,parking_lot,03115.jpg,train
8,stadium,03116.jpg,train
5,plane,03117.jpg,train
2,helicopter,03118.jpg,train
0,car,03119.jpg,train
9,storage_tank,03120.jpg,train
4,parking_lot,03121.jpg,train
2,helicopter,03122.jpg,train
7,ship,03123.jpg,train
6,runway_mark,03124.jpg,train
5,plane,03125.jpg,train
6,runway_mark,03126.jpg,train
7,ship,03127.jpg,train
7,ship,03128.jpg,train
1,harbor,03129.jpg,train
3,oil_gas_field,03130.jpg,train
3,oil_gas_field,03131.jpg,train
3,oil_gas_field,03132.jpg,train
3,oil_gas_field,03133.jpg,train
9,storage_tank,03134.jpg,train
2,helicopter,03135.jpg,train
3,oil_gas_field,03136.jpg,train
0,car,03137.jpg,train
6,runway_mark,03138.jpg,train
7,ship,03139.jpg,train
0,car,03140.jpg,train
3,oil_gas_field,03141.jpg,train
8,stadium,03142.jpg,train
3,oil_gas_field,03143.jpg,train
4,parking_lot,03144.jpg,train
9,storage_tank,03145.jpg,train
6,runway_mark,03146.jpg,train
5,plane,03147.jpg,train
3,oil_gas_field,03148.jpg,train
9,storage_tank,03149.jpg,train
3,oil_gas_field,03150.jpg,train
1,harbor,03151.jpg,train
4,parking_lot,03152.jpg,train
7,ship,03153.jpg,train
6,runway_mark,03154.jpg,train
6,runway_mark,03155.jpg,train
5,plane,03156.jpg,train
6,runway_mark,03157.jpg,train
9,storage_tank,03158.jpg,train
0,car,03159.jpg,train
0,car,03160.jpg,train
0,car,03161.jpg,train
7,ship,03162.jpg,train
5,plane,03163.jpg,train
0,car,03164.jpg,train
7,ship,03165.jpg,train
5,plane,03166.jpg,train
4,parking_lot,03167.jpg,train
5,plane,03168.jpg,train
4,parking_lot,03169.jpg,train
9,storage_tank,03170.jpg,train
0,car,03171.jpg,train
5,plane,03172.jpg,train
3,oil_gas_field,03173.jpg,train
9,storage_tank,03174.jpg,train
5,plane,03175.jpg,train
5,plane,03176.jpg,train
1,harbor,03177.jpg,train
3,oil_gas_field,03178.jpg,train
1,harbor,03179.jpg,train
4,parking_lot,03180.jpg,train
3,oil_gas_field,03181.jpg,train
8,stadium,03182.jpg,train
8,stadium,03183.jpg,train
5,plane,03184.jpg,train
6,runway_mark,03185.jpg,train
8,stadium,03186.jpg,train
9,storage_tank,03187.jpg,train
1,harbor,03188.jpg,train
9,storage_tank,03189.jpg,train
1,harbor,03190.jpg,train
8,stadium,03191.jpg,train
1,harbor,03192.jpg,train
4,parking_lot,03193.jpg,train
1,harbor,03194.jpg,train
2,helicopter,03195.jpg,train
3,oil_gas_field,03196.jpg,train
5,plane,03197.jpg,train
9,storage_tank,03198.jpg,train
8,stadium,03199.jpg,train
8,stadium,03200.jpg,train
1,harbor,03201.jpg,train
8,stadium,03202.jpg,train
0,car,03203.jpg,train
8,stadium,03204.jpg,train
6,runway_mark,03205.jpg,train
8,stadium,03206.jpg,train
6,runway_mark,03207.jpg,train
8,stadium,03208.jpg,train
4,parking_lot,03209.jpg,train
1,harbor,03210.jpg,train
9,storage_tank,03211.jpg,train
5,plane,03212.jpg,train
3,oil_gas_field,03213.jpg,train
4,parking_lot,03214.jpg,train
1,harbor,03215.jpg,train
3,oil_gas_field,03216.jpg,train
1,harbor,03217.jpg,train
6,runway_mark,03218.jpg,train
5,plane,03219.jpg,train
9,storage_tank,03220.jpg,train
7,ship,03221.jpg,train
3,oil_gas_field,03222.jpg,train
5,plane,03223.jpg,train
5,plane,03224.jpg,train
6,runway_mark,03225.jpg,train
3,oil_gas_field,03226.jpg,train
2,helicopter,03227.jpg,train
3,oil_gas_field,03228.jpg,train
7,ship,03229.jpg,train
6,runway_mark,03230.jpg,train
1,harbor,03231.jpg,train
3,oil_gas_field,03232.jpg,train
4,parking_lot,03233.jpg,train
7,ship,03234.jpg,train
5,plane,03235.jpg,train
6,runway_mark,03236.jpg,train
0,car,03237.jpg,train
0,car,03238.jpg,train
4,parking_lot,03239.jpg,train
4,parking_lot,03240.jpg,train
3,oil_gas_field,03241.jpg,train
7,ship,03242.jpg,train
3,oil_gas_field,03243.jpg,train
3,oil_gas_field,03244.jpg,train
5,plane,03245.jpg,train
9,storage_tank,03246.jpg,train
9,storage_tank,03247.jpg,train
0,car,03248.jpg,train
8,stadium,03249.jpg,train
3,oil_gas_field,03250.jpg,train
3,oil_gas_field,03251.jpg,train
8,stadium,03252.jpg,train
9,storage_tank,03253.jpg,train
4,parking_lot,03254.jpg,train
3,oil_gas_field,03255.jpg,train
3,oil_gas_field,03256.jpg,train
3,oil_gas_field,03257.jpg,train
0,car,03258.jpg,train
1,harbor,03259.jpg,train
4,parking_lot,03260.jpg,train
8,stadium,03261.jpg,train
1,harbor,03262.jpg,train
2,helicopter,03263.jpg,train
1,harbor,03264.jpg,train
5,plane,03265.jpg,train
4,parking_lot,03266.jpg,train
5,plane,03267.jpg,train
5,plane,03268.jpg,train
2,helicopter,03269.jpg,train
1,harbor,03270.jpg,train
9,storage_tank,03271.jpg,train
0,car,03272.jpg,train
9,storage_tank,03273.jpg,train
3,oil_gas_field,03274.jpg,train
1,harbor,03275.jpg,train
1,harbor,03276.jpg,train
1,harbor,03277.jpg,train
4,parking_lot,03278.jpg,train
8,stadium,03279.jpg,train
5,plane,03280.jpg,train
6,runway_mark,03281.jpg,train
6,runway_mark,03282.jpg,train
0,car,03283.jpg,train
0,car,03284.jpg,train
0,car,03285.jpg,train
9,storage_tank,03286.jpg,train
8,stadium,03287.jpg,train
3,oil_gas_field,03288.jpg,train
4,parking_lot,03289.jpg,train
0,car,03290.jpg,train
1,harbor,03291.jpg,train
6,runway_mark,03292.jpg,train
9,storage_tank,03293.jpg,train
4,parking_lot,03294.jpg,train
6,runway_mark,03295.jpg,train
6,runway_mark,03296.jpg,train
5,plane,03297.jpg,train
5,plane,03298.jpg,train
5,plane,03299.jpg,train
0,car,03300.jpg,train
5,plane,03301.jpg,train
7,ship,03302.jpg,train
5,plane,03303.jpg,train
3,oil_gas_field,03304.jpg,train
0,car,03305.jpg,train
1,harbor,03306.jpg,train
5,plane,03307.jpg,train
9,storage_tank,03308.jpg,train
7,ship,03309.jpg,train
3,oil_gas_field,03310.jpg,train
8,stadium,03311.jpg,train
8,stadium,03312.jpg,train
9,storage_tank,03313.jpg,train
6,runway_mark,03314.jpg,train
5,plane,03315.jpg,train
5,plane,03316.jpg,train
7,ship,03317.jpg,train
4,parking_lot,03318.jpg,train
1,harbor,03319.jpg,train
7,ship,03320.jpg,train
4,parking_lot,03321.jpg,train
3,oil_gas_field,03322.jpg,train
2,helicopter,03323.jpg,train
2,helicopter,03324.jpg,train
9,storage_tank,03325.jpg,train
2,helicopter,03326.jpg,train
7,ship,03327.jpg,train
3,oil_gas_field,03328.jpg,train
8,stadium,03329.jpg,train
7,ship,03330.jpg,train
2,helicopter,03331.jpg,train
1,harbor,03332.jpg,train
8,stadium,03333.jpg,train
1,harbor,03334.jpg,train
0,car,03335.jpg,train
3,oil_gas_field,03336.jpg,train
1,harbor,03337.jpg,train
7,ship,03338.jpg,train
8,stadium,03339.jpg,train
3,oil_gas_field,03340.jpg,train
7,ship,03341.jpg,train
8,stadium,03342.jpg,train
9,storage_tank,03343.jpg,train
9,storage_tank,03344.jpg,train
7,ship,03345.jpg,train
6,runway_mark,03346.jpg,train
9,storage_tank,03347.jpg,train
4,parking_lot,03348.jpg,train
8,stadium,03349.jpg,train
1,harbor,03350.jpg,train
5,plane,03351.jpg,train
4,parking_lot,03352.jpg,train
8,stadium,03353.jpg,train
4,parking_lot,03354.jpg,train
6,runway_mark,03355.jpg,train
4,parking_lot,03356.jpg,train
9,storage_tank,03357.jpg,train
1,harbor,03358.jpg,train
5,plane,03359.jpg,train
0,car,03360.jpg,train
3,oil_gas_field,03361.jpg,train
8,stadium,03362.jpg,train
8,stadium,03363.jpg,train
8,stadium,03364.jpg,train
8,stadium,03365.jpg,train
9,storage_tank,03366.jpg,train
9,storage_tank,03367.jpg,train
5,plane,03368.jpg,train
4,parking_lot,03369.jpg,train
7,ship,03370.jpg,train
1,harbor,03371.jpg,train
1,harbor,03372.jpg,train
8,stadium,03373.jpg,train
5,plane,03374.jpg,train
6,runway_mark,03375.jpg,train
1,harbor,03376.jpg,train
8,stadium,03377.jpg,train
4,parking_lot,03378.jpg,train
8,stadium,03379.jpg,train
5,plane,03380.jpg,train
6,runway_mark,03381.jpg,train
5,plane,03382.jpg,train
3,oil_gas_field,03383.jpg,train
9,storage_tank,03384.jpg,train
1,harbor,03385.jpg,train
3,oil_gas_field,03386.jpg,train
9,storage_tank,03387.jpg,train
9,storage_tank,03388.jpg,train
1,harbor,03389.jpg,train
3,oil_gas_field,03390.jpg,train
7,ship,03391.jpg,train
4,parking_lot,03392.jpg,train
4,parking_lot,03393.jpg,train
6,runway_mark,03394.jpg,train
1,harbor,03395.jpg,train
7,ship,03396.jpg,train
3,oil_gas_field,03397.jpg,train
5,plane,03398.jpg,train
3,oil_gas_field,03399.jpg,train
1,harbor,03400.jpg,train
6,runway_mark,03401.jpg,train
4,parking_lot,03402.jpg,train
7,ship,03403.jpg,train
2,helicopter,03404.jpg,train
9,storage_tank,03405.jpg,train
5,plane,03406.jpg,train
9,storage_tank,03407.jpg,train
3,oil_gas_field,03408.jpg,train
0,car,03409.jpg,train
2,helicopter,03410.jpg,train
4,parking_lot,03411.jpg,train
8,stadium,03412.jpg,train
9,storage_tank,03413.jpg,train
9,storage_tank,03414.jpg,train
8,stadium,03415.jpg,train
1,harbor,03416.jpg,train
2,helicopter,03417.jpg,train
1,harbor,03418.jpg,train
4,parking_lot,03419.jpg,train
9,storage_tank,03420.jpg,train
3,oil_gas_field,03421.jpg,train
5,plane,03422.jpg,train
9,storage_tank,03423.jpg,train
0,car,03424.jpg,train
9,storage_tank,03425.jpg,train
1,harbor,03426.jpg,train
4,parking_lot,03427.jpg,train
5,plane,03428.jpg,train
3,oil_gas_field,03429.jpg,train
7,ship,03430.jpg,train
5,plane,03431.jpg,train
0,car,03432.jpg,train
6,runway_mark,03433.jpg,train
3,oil_gas_field,03434.jpg,train
9,storage_tank,03435.jpg,train
0,car,03436.jpg,train
5,plane,03437.jpg,train
6,runway_mark,03438.jpg,train
3,oil_gas_field,03439.jpg,train
4,parking_lot,03440.jpg,train
3,oil_gas_field,03441.jpg,train
4,parking_lot,03442.jpg,train
2,helicopter,03443.jpg,train
4,parking_lot,03444.jpg,train
0,car,03445.jpg,train
5,plane,03446.jpg,train
9,storage_tank,03447.jpg,train
6,runway_mark,03448.jpg,train
6,runway_mark,03449.jpg,train
3,oil_gas_field,03450.jpg,train
4,parking_lot,03451.jpg,train
4,parking_lot,03452.jpg,train
5,plane,03453.jpg,train
3,oil_gas_field,03454.jpg,train
5,plane,03455.jpg,train
4,parking_lot,03456.jpg,train
0,car,03457.jpg,train
0,car,03458.jpg,train
6,runway_mark,03459.jpg,train
1,harbor,03460.jpg,train
9,storage_tank,03461.jpg,train
4,parking_lot,03462.jpg,train
2,helicopter,03463.jpg,train
6,runway_mark,03464.jpg,train
6,runway_mark,03465.jpg,train
3,oil_gas_field,03466.jpg,train
7,ship,03467.jpg,train
9,storage_tank,03468.jpg,train
1,harbor,03469.jpg,train
2,helicopter,03470.jpg,train
7,ship,03471.jpg,train
5,plane,03472.jpg,train
7,ship,03473.jpg,train
0,car,03474.jpg,train
0,car,03475.jpg,train
7,ship,03476.jpg,train
5,plane,03477.jpg,train
7,ship,03478.jpg,train
8,stadium,03479.jpg,train
4,parking_lot,03480.jpg,train
9,storage_tank,03481.jpg,train
5,plane,03482.jpg,train
1,harbor,03483.jpg,train
3,oil_gas_field,03484.jpg,train
1,harbor,03485.jpg,train
1,harbor,03486.jpg,train
4,parking_lot,03487.jpg,train
7,ship,03488.jpg,train
8,stadium,03489.jpg,train
4,parking_lot,03490.jpg,train
9,storage_tank,03491.jpg,train
7,ship,03492.jpg,train
6,runway_mark,03493.jpg,train
1,harbor,03494.jpg,train
0,car,03495.jpg,train
3,oil_gas_field,03496.jpg,train
1,harbor,03497.jpg,train
8,stadium,03498.jpg,train
8,stadium,03499.jpg,train
7,ship,03500.jpg,train
8,stadium,03501.jpg,train
8,stadium,03502.jpg,train
2,helicopter,03503.jpg,train
3,oil_gas_field,03504.jpg,train
7,ship,03505.jpg,train
7,ship,03506.jpg,train
1,harbor,03507.jpg,train
3,oil_gas_field,03508.jpg,train
8,stadium,03509.jpg,train
5,plane,03510.jpg,train
9,storage_tank,03511.jpg,train
3,oil_gas_field,03512.jpg,train
1,harbor,03513.jpg,train
6,runway_mark,03514.jpg,train
3,oil_gas_field,03515.jpg,train
0,car,03516.jpg,train
0,car,03517.jpg,train
4,parking_lot,03518.jpg,train
9,storage_tank,03519.jpg,train
8,stadium,03520.jpg,train
5,plane,03521.jpg,train
3,oil_gas_field,03522.jpg,train
9,storage_tank,03523.jpg,train
3,oil_gas_field,03524.jpg,train
6,runway_mark,03525.jpg,train
0,car,03526.jpg,train
3,oil_gas_field,03527.jpg,train
5,plane,03528.jpg,train
5,plane,03529.jpg,train
1,harbor,03530.jpg,train
8,stadium,03531.jpg,train
8,stadium,03532.jpg,train
3,oil_gas_field,03533.jpg,train
4,parking_lot,03534.jpg,train
5,plane,03535.jpg,train
1,harbor,03536.jpg,train
6,runway_mark,03537.jpg,train
3,oil_gas_field,03538.jpg,train
7,ship,03539.jpg,train
3,oil_gas_field,03540.jpg,train
5,plane,03541.jpg,train
7,ship,03542.jpg,train
2,helicopter,03543.jpg,train
0,car,03544.jpg,train
8,stadium,03545.jpg,train
1,harbor,03546.jpg,train
6,runway_mark,03547.jpg,train
1,harbor,03548.jpg,train
1,harbor,03549.jpg,train
0,car,03550.jpg,train
6,runway_mark,03551.jpg,train
5,plane,03552.jpg,train
5,plane,03553.jpg,train
2,helicopter,03554.jpg,train
7,ship,03555.jpg,train
9,storage_tank,03556.jpg,train
7,ship,03557.jpg,train
2,helicopter,03558.jpg,train
7,ship,03559.jpg,train
2,helicopter,03560.jpg,train
7,ship,03561.jpg,train
0,car,03562.jpg,train
3,oil_gas_field,03563.jpg,train
4,parking_lot,03564.jpg,train
5,plane,03565.jpg,train
8,stadium,03566.jpg,train
0,car,03567.jpg,train
6,runway_mark,03568.jpg,train
1,harbor,03569.jpg,train
5,plane,03570.jpg,train
1,harbor,03571.jpg,train
3,oil_gas_field,03572.jpg,train
9,storage_tank,03573.jpg,train
7,ship,03574.jpg,train
3,oil_gas_field,03575.jpg,train
1,harbor,03576.jpg,train
3,oil_gas_field,03577.jpg,train
3,oil_gas_field,03578.jpg,train
